Date,Open,High,Low,Close,Adj Close ,Volume
"Feb 6, 2025",373.03,375.4,363.18,374.32,374.32,77918200
"Feb 5, 2025",387.51,388.39,375.53,378.17,378.17,57223300
"Feb 4, 2025",382.63,394,381.4,392.21,392.21,57072200
"Feb 3, 2025",386.68,389.17,374.36,383.68,383.68,93732100
"Jan 31, 2025",401.53,419.99,401.34,404.6,404.6,83568200
"Jan 30, 2025",410.78,412.5,384.41,400.28,400.28,98092900
"Jan 29, 2025",395.21,398.59,384.48,389.1,389.1,68033600
"Jan 28, 2025",396.91,400.59,386.5,398.09,398.09,48910700
"Jan 27, 2025",394.8,406.69,389,397.15,397.15,58125500
"Jan 24, 2025",414.45,418.88,405.78,406.58,406.58,56427100
"Jan 23, 2025",416.06,420.73,408.95,412.38,412.38,50690600
"Jan 22, 2025",416.81,428,414.59,415.11,415.11,60963300
"Jan 21, 2025",432.64,433.2,406.31,424.07,424.07,87320900
"Jan 17, 2025",421.5,439.74,419.75,426.5,426.5,94991400
"Jan 16, 2025",423.49,424,409.13,413.82,413.82,68335200
"Jan 15, 2025",409.9,429.8,405.66,428.22,428.22,81375500
"Jan 14, 2025",414.34,422.64,394.54,396.36,396.36,84565000
"Jan 13, 2025",383.21,403.79,380.07,403.31,403.31,67580500
"Jan 10, 2025",391.4,399.28,377.29,394.74,394.74,62287300
"Jan 8, 2025",392.95,402.5,387.4,394.94,394.94,73038800
"Jan 7, 2025",405.83,414.33,390,394.36,394.36,75699500
"Jan 6, 2025",423.2,426.43,401.7,411.05,411.05,85516500
"Jan 3, 2025",381.48,411.88,379.45,410.44,410.44,95423300
"Jan 2, 2025",390.1,392.73,373.04,379.28,379.28,109710700
"Dec 31, 2024",423.79,427.93,402.54,403.84,403.84,76825100
"Dec 30, 2024",419.4,427,415.75,417.41,417.41,64941000
"Dec 27, 2024",449.52,450,426.5,431.66,431.66,82666800
"Dec 26, 2024",465.16,465.33,451.02,454.13,454.13,76366400
"Dec 24, 2024",435.9,462.78,435.14,462.28,462.28,59551800
"Dec 23, 2024",431,434.51,415.41,430.6,430.6,72698100
"Dec 20, 2024",425.51,447.08,417.64,421.06,421.06,132216200
"Dec 19, 2024",451.88,456.36,420.02,436.17,436.17,118566100
"Dec 18, 2024",466.5,488.54,427.01,440.13,440.13,149340800
"Dec 17, 2024",475.9,483.99,457.51,479.86,479.86,131223000
"Dec 16, 2024",441.09,463.19,436.15,463.02,463.02,114083800
"Dec 13, 2024",420,436.3,415.71,436.23,436.23,89000200
"Dec 12, 2024",424.84,429.3,415,418.1,418.1,87752200
"Dec 11, 2024",409.7,424.88,402.38,424.77,424.77,104287600
"Dec 10, 2024",392.68,409.73,390.85,400.99,400.99,97563600
"Dec 9, 2024",397.61,404.8,378.01,389.79,389.79,96359200
"Dec 6, 2024",377.42,389.49,370.8,389.22,389.22,81455800
"Dec 5, 2024",359.87,375.43,359.5,369.49,369.49,81403600
"Dec 4, 2024",353,358.1,348.6,357.93,357.93,50810900
"Dec 3, 2024",351.8,355.69,348.2,351.42,351.42,58267200
"Dec 2, 2024",352.38,360,351.15,357.09,357.09,77986500
"Nov 29, 2024",336.08,345.45,334.65,345.16,345.16,37167600
"Nov 27, 2024",341.8,342.55,326.59,332.89,332.89,57896400
"Nov 26, 2024",341,346.96,335.66,338.23,338.23,62295900
"Nov 25, 2024",360.14,361.93,338.2,338.59,338.59,95890900
"Nov 22, 2024",341.09,361.53,337.7,352.56,352.56,89140700
"Nov 21, 2024",343.81,347.99,335.28,339.64,339.64,58011700
"Nov 20, 2024",345,346.6,334.3,342.03,342.03,66340700
"Nov 19, 2024",335.76,347.38,332.75,346,346,88852500
"Nov 18, 2024",340.73,348.55,330.01,338.74,338.74,126547500
"Nov 15, 2024",310.57,324.68,309.22,320.72,320.72,114440300
"Nov 14, 2024",327.69,329.98,310.37,311.18,311.18,120726100
"Nov 13, 2024",335.85,344.6,322.5,330.24,330.24,125405600
"Nov 12, 2024",342.74,345.84,323.31,328.49,328.49,155726000
"Nov 11, 2024",346.3,358.64,336,350,350,210521600
"Nov 8, 2024",299.14,328.71,297.66,321.22,321.22,204782800
"Nov 7, 2024",288.89,299.75,285.52,296.91,296.91,117309200
"Nov 6, 2024",284.67,289.59,275.62,288.53,288.53,165228700
"Nov 5, 2024",247.34,255.28,246.21,251.44,251.44,69282500
"Nov 4, 2024",244.56,248.9,238.88,242.84,242.84,68802400
"Nov 1, 2024",252.04,254,246.63,248.98,248.98,57544800
"Oct 31, 2024",257.99,259.75,249.25,249.85,249.85,66575300
"Oct 30, 2024",258.04,263.35,255.82,257.55,257.55,53993600
"Oct 29, 2024",264.51,264.98,255.51,259.52,259.52,80521800
"Oct 28, 2024",270,273.54,262.24,262.51,262.51,107653600
"Oct 25, 2024",256.01,269.49,255.32,269.19,269.19,161611900
"Oct 24, 2024",244.68,262.12,242.65,260.48,260.48,204491900
"Oct 23, 2024",217.13,218.72,212.11,213.65,213.65,80938900
"Oct 22, 2024",217.31,218.22,215.26,217.97,217.97,43268700
"Oct 21, 2024",218.9,220.48,215.73,218.85,218.85,47329000
"Oct 18, 2024",220.71,222.28,219.23,220.7,220.7,49611900
"Oct 17, 2024",221.59,222.08,217.9,220.89,220.89,50791800
"Oct 16, 2024",221.4,222.82,218.93,221.33,221.33,49632800
"Oct 15, 2024",220.01,224.26,217.12,219.57,219.57,62988800
"Oct 14, 2024",220.13,221.91,213.74,219.16,219.16,86291900
"Oct 11, 2024",220.13,223.34,214.38,217.8,217.8,142628900
"Oct 10, 2024",241.81,242.79,232.34,238.77,238.77,83087100
"Oct 9, 2024",243.82,247.43,239.51,241.05,241.05,66289500
"Oct 8, 2024",243.56,246.21,240.56,244.5,244.5,56303200
"Oct 7, 2024",249,249.83,240.7,240.83,240.83,68113300
"Oct 4, 2024",246.69,250.96,244.58,250.08,250.08,86573200
"Oct 3, 2024",244.48,249.79,237.81,240.66,240.66,80729200
"Oct 2, 2024",247.55,251.16,241.5,249.02,249.02,93983900
"Oct 1, 2024",262.67,263.98,248.53,258.02,258.02,87397600
"Sep 30, 2024",259.04,264.86,255.77,261.63,261.63,80705700
"Sep 27, 2024",257.38,260.7,254.12,260.46,260.46,70988100
"Sep 26, 2024",260.6,261.75,251.53,254.22,254.22,67142200
"Sep 25, 2024",252.54,257.05,252.28,257.02,257.02,65034300
"Sep 24, 2024",254.08,257.19,249.05,254.27,254.27,88491000
"Sep 23, 2024",242.61,250,241.92,250,250,86927200
"Sep 20, 2024",241.52,243.99,235.92,238.25,238.25,99879100
"Sep 19, 2024",234,244.24,232.13,243.92,243.92,102694600
"Sep 18, 2024",230.09,235.68,226.88,227.2,227.2,78010200
"Sep 17, 2024",229.45,234.57,226.55,227.87,227.87,66761600
"Sep 16, 2024",229.3,229.96,223.53,226.78,226.78,54323000
"Sep 13, 2024",228,232.67,226.32,230.29,230.29,59515100
"Sep 12, 2024",224.66,231.45,223.83,229.81,229.81,72020000
"Sep 11, 2024",224.55,228.47,216.8,228.13,228.13,83548600
"Sep 10, 2024",220.07,226.4,218.64,226.17,226.17,78891100
"Sep 9, 2024",216.2,219.87,213.67,216.27,216.27,67443500
"Sep 6, 2024",232.6,233.6,210.51,210.73,210.73,112177000
"Sep 5, 2024",223.49,235,222.25,230.17,230.17,119355000
"Sep 4, 2024",210.59,222.22,210.57,219.41,219.41,80651800
"Sep 3, 2024",215.26,219.9,209.64,210.6,210.6,76714200
"Aug 30, 2024",208.63,214.57,207.03,214.11,214.11,63370600
"Aug 29, 2024",209.8,214.89,205.97,206.28,206.28,62308800
"Aug 28, 2024",209.72,211.84,202.59,205.75,205.75,64116400
"Aug 27, 2024",213.25,215.66,206.94,209.21,209.21,62821400
"Aug 26, 2024",218.75,219.09,211.01,213.21,213.21,59301200
"Aug 23, 2024",214.46,221.48,214.21,220.32,220.32,81525200
"Aug 22, 2024",223.82,224.8,210.32,210.66,210.66,79514500
"Aug 21, 2024",222.67,224.66,218.86,223.27,223.27,70146000
"Aug 20, 2024",224.88,228.22,219.56,221.1,221.1,74001200
"Aug 19, 2024",217.07,222.98,214.09,222.72,222.72,76435200
"Aug 16, 2024",211.15,219.8,210.8,216.12,216.12,88765100
"Aug 15, 2024",205.02,215.88,204.82,214.14,214.14,89848500
"Aug 14, 2024",207.39,208.44,198.75,201.38,201.38,70250000
"Aug 13, 2024",198.47,208.49,197.06,207.83,207.83,76247400
"Aug 12, 2024",199.02,199.26,194.67,197.49,197.49,64044900
"Aug 9, 2024",197.05,200.88,195.11,200,200,58648300
"Aug 8, 2024",195.7,200.7,192.04,198.84,198.84,65033900
"Aug 7, 2024",200.77,203.49,191.48,191.76,191.76,71159800
"Aug 6, 2024",200.75,202.9,192.67,200.64,200.64,73783900
"Aug 5, 2024",185.22,203.88,182,198.88,198.88,100308800
"Aug 2, 2024",214.88,216.13,205.78,207.67,207.67,82880100
"Aug 1, 2024",227.69,231.87,214.33,216.86,216.86,83861900
"Jul 31, 2024",227.9,234.68,226.79,232.07,232.07,67497000
"Jul 30, 2024",232.25,232.41,220,222.62,222.62,100560300
"Jul 29, 2024",224.9,234.27,224.7,232.1,232.1,129201800
"Jul 26, 2024",221.19,222.28,215.33,219.8,219.8,94604100
"Jul 25, 2024",216.8,226,216.23,220.25,220.25,100636500
"Jul 24, 2024",225.42,225.99,214.71,215.99,215.99,167942900
"Jul 23, 2024",253.6,255.76,245.63,246.38,246.38,111928200
"Jul 22, 2024",244.21,253.21,243.75,251.51,251.51,101225400
"Jul 19, 2024",247.79,249.44,236.83,239.2,239.2,87403900
"Jul 18, 2024",251.09,257.14,247.2,249.23,249.23,110869000
"Jul 17, 2024",252.73,258.47,246.18,248.5,248.5,115584800
"Jul 16, 2024",255.31,258.62,245.8,256.56,256.56,126332500
"Jul 15, 2024",255.97,265.6,251.73,252.64,252.64,146912900
"Jul 12, 2024",235.8,251.84,233.09,248.23,248.23,155955800
"Jul 11, 2024",263.3,271,239.65,241.03,241.03,221707300
"Jul 10, 2024",262.8,267.59,257.86,263.26,263.26,128519400
"Jul 9, 2024",251,265.61,250.3,262.33,262.33,160210900
"Jul 8, 2024",247.71,259.44,244.57,252.94,252.94,157219600
"Jul 5, 2024",249.81,252.37,242.46,251.52,251.52,154501200
"Jul 3, 2024",234.56,248.35,234.25,246.39,246.39,166561500
"Jul 2, 2024",218.89,231.3,218.06,231.26,231.26,205047900
"Jul 1, 2024",201.02,213.23,200.85,209.86,209.86,135691400
"Jun 28, 2024",199.55,203.2,195.26,197.88,197.88,95438100
"Jun 27, 2024",195.17,198.72,194.05,197.42,197.42,72746500
"Jun 26, 2024",186.54,197.76,186.36,196.37,196.37,95737100
"Jun 25, 2024",184.4,187.97,182.01,187.35,187.35,63678300
"Jun 24, 2024",184.97,188.8,182.55,182.58,182.58,61992100
"Jun 21, 2024",182.3,183.95,180.69,183.01,183.01,63029500
"Jun 20, 2024",184.68,185.21,179.66,181.57,181.57,55893100
"Jun 18, 2024",186.56,187.2,182.37,184.86,184.86,68982300
"Jun 17, 2024",177.92,188.81,177,187.44,187.44,109786100
"Jun 14, 2024",185.8,186,176.92,178.01,178.01,82038200
"Jun 13, 2024",188.39,191.08,181.23,182.47,182.47,118984100
"Jun 12, 2024",171.12,180.55,169.8,177.29,177.29,90389400
"Jun 11, 2024",173.92,174.75,167.41,170.66,170.66,64761900
"Jun 10, 2024",176.06,178.57,173.17,173.79,173.79,50869700
"Jun 7, 2024",176.13,179.35,175.58,177.48,177.48,56244900
"Jun 6, 2024",174.6,179.73,172.73,177.94,177.94,69887000
"Jun 5, 2024",175.35,176.15,172.13,175,175,57953800
"Jun 4, 2024",174.78,177.76,174,174.77,174.77,60056300
"Jun 3, 2024",178.13,182.64,174.49,176.29,176.29,68568900
"May 31, 2024",178.5,180.32,173.82,178.08,178.08,67314600
"May 30, 2024",178.58,182.67,175.38,178.79,178.79,77784800
"May 29, 2024",174.19,178.15,173.93,176.19,176.19,54782600
"May 28, 2024",176.4,178.25,173.16,176.75,176.75,59736600
"May 24, 2024",174.84,180.08,173.73,179.24,179.24,65479700
"May 23, 2024",181.8,181.9,173.26,173.74,173.74,71975500
"May 22, 2024",182.85,183.8,178.12,180.11,180.11,88313500
"May 21, 2024",175.51,186.88,174.71,186.6,186.6,115266500
"May 20, 2024",177.56,177.75,173.52,174.95,174.95,61727400
"May 17, 2024",173.55,179.63,172.75,177.46,177.46,77445800
"May 16, 2024",174.1,175.79,171.43,174.84,174.84,59812200
"May 15, 2024",179.9,180,173.11,173.99,173.99,79663000
"May 14, 2024",174.5,179.49,174.07,177.55,177.55,86407400
"May 13, 2024",170,175.4,169,171.89,171.89,67018900
"May 10, 2024",173.05,173.06,167.75,168.47,168.47,72627200
"May 9, 2024",175.01,175.62,171.37,171.97,171.97,65950300
"May 8, 2024",171.59,176.06,170.15,174.72,174.72,79969500
"May 7, 2024",182.4,183.26,177.4,177.81,177.81,75045900
"May 6, 2024",183.8,187.56,182.2,184.76,184.76,84390300
"May 3, 2024",182.1,184.78,178.42,181.19,181.19,75491500
"May 2, 2024",182.86,184.6,176.02,180.01,180.01,89148000
"May 1, 2024",182,185.86,179.01,179.99,179.99,92829700
"Apr 30, 2024",186.98,190.95,182.84,183.28,183.28,127031800
"Apr 29, 2024",188.42,198.87,184.54,194.05,194.05,243869700
"Apr 26, 2024",168.85,172.12,166.37,168.29,168.29,109815700
"Apr 25, 2024",158.96,170.88,158.36,170.18,170.18,126427500
"Apr 24, 2024",162.84,167.97,157.51,162.13,162.13,181178000
"Apr 23, 2024",143.33,147.26,141.11,144.68,144.68,124545100
"Apr 22, 2024",140.56,144.44,138.8,142.05,142.05,107097600
"Apr 19, 2024",148.97,150.94,146.22,147.05,147.05,86005100
"Apr 18, 2024",151.25,152.2,148.7,149.93,149.93,96098800
